img-cap(0,0): 0.14158, img-cap(0,1): 0.15816, img-cap(1,0): 0.80836, img-cap(1,1): 0.79376
img-cap(0,0): 0.99217, img-cap(0,1): 0.062387, img-cap(1,0): 0.025794, img-cap(1,1): 0.0031145
img-cap(0,0): 0.99372, img-cap(0,1): 0.26547, img-cap(1,0): 0.0041112, img-cap(1,1): 0.20084
img-cap(0,0): 0.78192, img-cap(0,1): 0.79448, img-cap(1,0): 0.11009, img-cap(1,1): 0.21657
img-cap(0,0): 0.91413, img-cap(0,1): 0.92701, img-cap(1,0): 0.063929, img-cap(1,1): 0.11863
img-cap(0,0): 0.018176, img-cap(0,1): 0.014701, img-cap(1,0): 0.019836, img-cap(1,1): 0.018028
img-cap(0,0): 0.010681, img-cap(0,1): 0.014701, img-cap(1,0): 0.022464, img-cap(1,1): 0.018028
img-cap(0,0): 0.64729, img-cap(0,1): 0.69213, img-cap(1,0): 0.9635, img-cap(1,1): 0.97943
img-cap(0,0): 0.8362, img-cap(0,1): 0.83061, img-cap(1,0): 0.61289, img-cap(1,1): 0.76738
img-cap(0,0): 0.87635, img-cap(0,1): 0.94923, img-cap(1,0): 0.042695, img-cap(1,1): 0.060771
img-cap(0,0): 0.99158, img-cap(0,1): 0.98622, img-cap(1,0): 0.090804, img-cap(1,1): 0.12706
img-cap(0,0): 0.51272, img-cap(0,1): 0.42542, img-cap(1,0): 0.14821, img-cap(1,1): 0.15121
img-cap(0,0): 0.38483, img-cap(0,1): 0.38251, img-cap(1,0): 0.12371, img-cap(1,1): 0.16909
img-cap(0,0): 0.11839, img-cap(0,1): 0.10454, img-cap(1,0): 0.10317, img-cap(1,1): 0.089175
img-cap(0,0): 0.081889, img-cap(0,1): 0.0056181, img-cap(1,0): 0.055916, img-cap(1,1): 0.048285
img-cap(0,0): 0.0036996, img-cap(0,1): 0.0050704, img-cap(1,0): 0.99605, img-cap(1,1): 0.99798
img-cap(0,0): 0.0029255, img-cap(0,1): 0.0026007, img-cap(1,0): 0.3922, img-cap(1,1): 0.99849
img-cap(0,0): 0.21581, img-cap(0,1): 0.25665, img-cap(1,0): 0.56235, img-cap(1,1): 0.68186
img-cap(0,0): 0.52238, img-cap(0,1): 0.010924, img-cap(1,0): 0.0020741, img-cap(1,1): 0.97582
img-cap(0,0): 0.25916, img-cap(0,1): 0.26238, img-cap(1,0): 0.42779, img-cap(1,1): 0.3001
img-cap(0,0): 0.026173, img-cap(0,1): 0.18409, img-cap(1,0): 0.70525, img-cap(1,1): 0.96141
img-cap(0,0): 0.46161, img-cap(0,1): 0.44148, img-cap(1,0): 0.41969, img-cap(1,1): 0.42798
img-cap(0,0): 0.83746, img-cap(0,1): 0.69075, img-cap(1,0): 0.02529, img-cap(1,1): 0.61921
img-cap(0,0): 0.0068578, img-cap(0,1): 0.0065567, img-cap(1,0): 0.022395, img-cap(1,1): 0.021821
img-cap(0,0): 0.016594, img-cap(0,1): 0.052737, img-cap(1,0): 0.12995, img-cap(1,1): 0.061631
img-cap(0,0): 0.0062167, img-cap(0,1): 0.0077611, img-cap(1,0): 0.016865, img-cap(1,1): 0.018544
img-cap(0,0): 0.027493, img-cap(0,1): 0.059604, img-cap(1,0): 0.0062188, img-cap(1,1): 0.0083475
img-cap(0,0): 0.98996, img-cap(0,1): 0.9387, img-cap(1,0): 0.050151, img-cap(1,1): 0.204
img-cap(0,0): 0.9843, img-cap(0,1): 0.97894, img-cap(1,0): 0.16356, img-cap(1,1): 0.011484
img-cap(0,0): 0.17099, img-cap(0,1): 0.18331, img-cap(1,0): 0.6144, img-cap(1,1): 0.48712
img-cap(0,0): 0.15495, img-cap(0,1): 0.26684, img-cap(1,0): 0.42342, img-cap(1,1): 0.75411
img-cap(0,0): 0.58022, img-cap(0,1): 0.54771, img-cap(1,0): 0.019763, img-cap(1,1): 0.017623
img-cap(0,0): 0.49694, img-cap(0,1): 0.99063, img-cap(1,0): 0.002384, img-cap(1,1): 0.03259
img-cap(0,0): 0.044068, img-cap(0,1): 0.029902, img-cap(1,0): 0.062425, img-cap(1,1): 0.045985
img-cap(0,0): 0.044542, img-cap(0,1): 0.20202, img-cap(1,0): 0.17004, img-cap(1,1): 0.37771
img-cap(0,0): 0.043934, img-cap(0,1): 0.10828, img-cap(1,0): 0.30096, img-cap(1,1): 0.61754
img-cap(0,0): 0.022468, img-cap(0,1): 0.63524, img-cap(1,0): 0.11033, img-cap(1,1): 0.98249
img-cap(0,0): 0.011345, img-cap(0,1): 0.0095382, img-cap(1,0): 0.11321, img-cap(1,1): 0.040394
img-cap(0,0): 0.015221, img-cap(0,1): 0.004909, img-cap(1,0): 0.082726, img-cap(1,1): 0.0094635
img-cap(0,0): 0.061452, img-cap(0,1): 0.032611, img-cap(1,0): 0.1054, img-cap(1,1): 0.20692
img-cap(0,0): 0.80068, img-cap(0,1): 0.0029023, img-cap(1,0): 0.50255, img-cap(1,1): 0.037837
img-cap(0,0): 0.0069863, img-cap(0,1): 0.0055644, img-cap(1,0): 0.0097681, img-cap(1,1): 0.0078621
img-cap(0,0): 0.0015417, img-cap(0,1): 0.0018587, img-cap(1,0): 0.002001, img-cap(1,1): 0.0017639
img-cap(0,0): 0.14158, img-cap(0,1): 0.15816, img-cap(1,0): 0.80836, img-cap(1,1): 0.79376
img-cap(0,0): 0.001085, img-cap(0,1): 0.0095549, img-cap(1,0): 0.0024822, img-cap(1,1): 0.63055
img-cap(0,0): 0.74979, img-cap(0,1): 0.72525, img-cap(1,0): 0.82431, img-cap(1,1): 0.78402
img-cap(0,0): 0.99155, img-cap(0,1): 0.96479, img-cap(1,0): 0.13423, img-cap(1,1): 0.044223
img-cap(0,0): 0.11672, img-cap(0,1): 0.5682, img-cap(1,0): 0.050198, img-cap(1,1): 0.16708
img-cap(0,0): 0.016071, img-cap(0,1): 0.0024255, img-cap(1,0): 0.0033866, img-cap(1,1): 0.0034821
img-cap(0,0): 0.00027436, img-cap(0,1): 0.0017569, img-cap(1,0): 0.0013793, img-cap(1,1): 0.017867
img-cap(0,0): 0.0041655, img-cap(0,1): 0.0046101, img-cap(1,0): 0.001002, img-cap(1,1): 0.0014447
img-cap(0,0): 0.018836, img-cap(0,1): 0.020979, img-cap(1,0): 0.80823, img-cap(1,1): 0.83031
img-cap(0,0): 0.016915, img-cap(0,1): 0.0084229, img-cap(1,0): 0.55145, img-cap(1,1): 0.85359
img-cap(0,0): 0.15523, img-cap(0,1): 0.13174, img-cap(1,0): 0.52124, img-cap(1,1): 0.82465
img-cap(0,0): 0.12735, img-cap(0,1): 0.068891, img-cap(1,0): 0.48254, img-cap(1,1): 0.67003
img-cap(0,0): 0.5453, img-cap(0,1): 0.24567, img-cap(1,0): 0.045445, img-cap(1,1): 0.048169
img-cap(0,0): 0.34009, img-cap(0,1): 0.38236, img-cap(1,0): 0.024651, img-cap(1,1): 0.1476
img-cap(0,0): 0.10478, img-cap(0,1): 0.21859, img-cap(1,0): 0.0074572, img-cap(1,1): 0.0080532
img-cap(0,0): 0.10478, img-cap(0,1): 0.14239, img-cap(1,0): 0.0074572, img-cap(1,1): 0.009093
img-cap(0,0): 0.96619, img-cap(0,1): 0.42921, img-cap(1,0): 0.86181, img-cap(1,1): 0.16474
img-cap(0,0): 0.84646, img-cap(0,1): 0.14453, img-cap(1,0): 0.28844, img-cap(1,1): 0.8501
img-cap(0,0): 0.13797, img-cap(0,1): 0.096438, img-cap(1,0): 0.011534, img-cap(1,1): 0.028953
img-cap(0,0): 0.27846, img-cap(0,1): 0.13146, img-cap(1,0): 0.0070589, img-cap(1,1): 0.021969
img-cap(0,0): 0.23988, img-cap(0,1): 0.17664, img-cap(1,0): 0.30349, img-cap(1,1): 0.1816
img-cap(0,0): 0.13643, img-cap(0,1): 0.14635, img-cap(1,0): 0.18178, img-cap(1,1): 0.3723
img-cap(0,0): 0.050605, img-cap(0,1): 0.074645, img-cap(1,0): 0.35992, img-cap(1,1): 0.077664
img-cap(0,0): 0.21627, img-cap(0,1): 0.096674, img-cap(1,0): 0.0093775, img-cap(1,1): 0.013855
img-cap(0,0): 0.0029414, img-cap(0,1): 0.0021782, img-cap(1,0): 0.050092, img-cap(1,1): 0.029114
img-cap(0,0): 0.00093566, img-cap(0,1): 0.0010192, img-cap(1,0): 0.03219, img-cap(1,1): 0.031563
img-cap(0,0): 0.15009, img-cap(0,1): 0.21811, img-cap(1,0): 0.20421, img-cap(1,1): 0.14852
img-cap(0,0): 0.15009, img-cap(0,1): 0.3079, img-cap(1,0): 0.20421, img-cap(1,1): 0.29768
img-cap(0,0): 0.96018, img-cap(0,1): 0.98733, img-cap(1,0): 0.55559, img-cap(1,1): 0.99884
img-cap(0,0): 0.31867, img-cap(0,1): 0.98733, img-cap(1,0): 0.021784, img-cap(1,1): 0.99884
img-cap(0,0): 0.0028726, img-cap(0,1): 0.0022988, img-cap(1,0): 0.00062553, img-cap(1,1): 0.00055602
img-cap(0,0): 0.0080752, img-cap(0,1): 0.0016416, img-cap(1,0): 0.0012776, img-cap(1,1): 0.0006214
img-cap(0,0): 0.043222, img-cap(0,1): 0.045278, img-cap(1,0): 0.014296, img-cap(1,1): 0.010313
img-cap(0,0): 0.043222, img-cap(0,1): 0.055832, img-cap(1,0): 0.014296, img-cap(1,1): 0.0067776
img-cap(0,0): 0.0013637, img-cap(0,1): 0.0014882, img-cap(1,0): 0.56497, img-cap(1,1): 0.20704
img-cap(0,0): 0.0015911, img-cap(0,1): 0.00051906, img-cap(1,0): 0.066963, img-cap(1,1): 0.18883
img-cap(0,0): 0.8113, img-cap(0,1): 0.82432, img-cap(1,0): 0.029132, img-cap(1,1): 0.012978
img-cap(0,0): 0.809, img-cap(0,1): 0.69576, img-cap(1,0): 0.030019, img-cap(1,1): 0.024918
img-cap(0,0): 0.93943, img-cap(0,1): 0.95689, img-cap(1,0): 0.90855, img-cap(1,1): 0.95207
img-cap(0,0): 0.90403, img-cap(0,1): 0.9269, img-cap(1,0): 0.89042, img-cap(1,1): 0.93529
img-cap(0,0): 0.032423, img-cap(0,1): 0.034738, img-cap(1,0): 0.019079, img-cap(1,1): 0.021214
img-cap(0,0): 0.031553, img-cap(0,1): 0.029062, img-cap(1,0): 0.018443, img-cap(1,1): 0.01824
img-cap(0,0): 0.57249, img-cap(0,1): 0.78709, img-cap(1,0): 0.064611, img-cap(1,1): 0.29862
img-cap(0,0): 0.91286, img-cap(0,1): 0.84575, img-cap(1,0): 0.020674, img-cap(1,1): 0.44274
img-cap(0,0): 0.26023, img-cap(0,1): 0.19402, img-cap(1,0): 0.95455, img-cap(1,1): 0.98874
img-cap(0,0): 0.60651, img-cap(0,1): 0.96674, img-cap(1,0): 0.94589, img-cap(1,1): 0.99438
img-cap(0,0): 0.15687, img-cap(0,1): 0.24525, img-cap(1,0): 0.16589, img-cap(1,1): 0.13637
img-cap(0,0): 0.88661, img-cap(0,1): 0.43945, img-cap(1,0): 0.24832, img-cap(1,1): 0.033303
img-cap(0,0): 0.00094025, img-cap(0,1): 0.0022113, img-cap(1,0): 0.0055289, img-cap(1,1): 0.019993
img-cap(0,0): 0.050162, img-cap(0,1): 0.015804, img-cap(1,0): 0.072286, img-cap(1,1): 0.052734
img-cap(0,0): 0.98771, img-cap(0,1): 0.98653, img-cap(1,0): 0.36158, img-cap(1,1): 0.14832
img-cap(0,0): 0.19489, img-cap(0,1): 0.8431, img-cap(1,0): 0.333, img-cap(1,1): 0.024916
img-cap(0,0): 0.0039927, img-cap(0,1): 0.0024715, img-cap(1,0): 0.0153, img-cap(1,1): 0.014487
img-cap(0,0): 0.73243, img-cap(0,1): 9.1856e-05, img-cap(1,0): 0.0003744, img-cap(1,1): 0.1165
img-cap(0,0): 0.022666, img-cap(0,1): 0.013876, img-cap(1,0): 0.086189, img-cap(1,1): 0.065671
img-cap(0,0): 0.0041172, img-cap(0,1): 0.014234, img-cap(1,0): 0.0053792, img-cap(1,1): 0.0091973
img-cap(0,0): 8.2469e-05, img-cap(0,1): 8.5377e-05, img-cap(1,0): 0.016818, img-cap(1,1): 0.0145
img-cap(0,0): 0.0010602, img-cap(0,1): 0.002555, img-cap(1,0): 0.021905, img-cap(1,1): 0.028268
img-cap(0,0): 0.99217, img-cap(0,1): 0.062387, img-cap(1,0): 0.025794, img-cap(1,1): 0.0031145
img-cap(0,0): 0.99372, img-cap(0,1): 0.26547, img-cap(1,0): 0.0041112, img-cap(1,1): 0.20084
img-cap(0,0): 0.78192, img-cap(0,1): 0.79448, img-cap(1,0): 0.11009, img-cap(1,1): 0.21657
img-cap(0,0): 0.91413, img-cap(0,1): 0.92701, img-cap(1,0): 0.063929, img-cap(1,1): 0.11863
img-cap(0,0): 0.018176, img-cap(0,1): 0.014701, img-cap(1,0): 0.019836, img-cap(1,1): 0.018028
img-cap(0,0): 0.010681, img-cap(0,1): 0.014701, img-cap(1,0): 0.022464, img-cap(1,1): 0.018028
img-cap(0,0): 0.64729, img-cap(0,1): 0.69213, img-cap(1,0): 0.9635, img-cap(1,1): 0.97943
img-cap(0,0): 0.8362, img-cap(0,1): 0.83061, img-cap(1,0): 0.61289, img-cap(1,1): 0.76738
img-cap(0,0): 0.87635, img-cap(0,1): 0.94923, img-cap(1,0): 0.042695, img-cap(1,1): 0.060771
img-cap(0,0): 0.99158, img-cap(0,1): 0.98622, img-cap(1,0): 0.090804, img-cap(1,1): 0.12706
img-cap(0,0): 0.51272, img-cap(0,1): 0.42542, img-cap(1,0): 0.14821, img-cap(1,1): 0.15121
img-cap(0,0): 0.38483, img-cap(0,1): 0.38251, img-cap(1,0): 0.12371, img-cap(1,1): 0.16909
img-cap(0,0): 0.11839, img-cap(0,1): 0.10454, img-cap(1,0): 0.10317, img-cap(1,1): 0.089175
img-cap(0,0): 0.081889, img-cap(0,1): 0.0056181, img-cap(1,0): 0.055916, img-cap(1,1): 0.048285
img-cap(0,0): 0.0036996, img-cap(0,1): 0.0050704, img-cap(1,0): 0.99605, img-cap(1,1): 0.99798
img-cap(0,0): 0.0029255, img-cap(0,1): 0.0026007, img-cap(1,0): 0.3922, img-cap(1,1): 0.99849
img-cap(0,0): 0.21581, img-cap(0,1): 0.25665, img-cap(1,0): 0.56235, img-cap(1,1): 0.68186
img-cap(0,0): 0.52238, img-cap(0,1): 0.010924, img-cap(1,0): 0.0020741, img-cap(1,1): 0.97582
img-cap(0,0): 0.25916, img-cap(0,1): 0.26238, img-cap(1,0): 0.42779, img-cap(1,1): 0.3001
img-cap(0,0): 0.026173, img-cap(0,1): 0.18409, img-cap(1,0): 0.70525, img-cap(1,1): 0.96141
img-cap(0,0): 0.46161, img-cap(0,1): 0.44148, img-cap(1,0): 0.41969, img-cap(1,1): 0.42798
img-cap(0,0): 0.83746, img-cap(0,1): 0.69075, img-cap(1,0): 0.02529, img-cap(1,1): 0.61921
img-cap(0,0): 0.0068578, img-cap(0,1): 0.0065567, img-cap(1,0): 0.022395, img-cap(1,1): 0.021821
img-cap(0,0): 0.016594, img-cap(0,1): 0.052737, img-cap(1,0): 0.12995, img-cap(1,1): 0.061631
img-cap(0,0): 0.0062167, img-cap(0,1): 0.0077611, img-cap(1,0): 0.016865, img-cap(1,1): 0.018544
img-cap(0,0): 0.027493, img-cap(0,1): 0.059604, img-cap(1,0): 0.0062188, img-cap(1,1): 0.0083475
img-cap(0,0): 0.98996, img-cap(0,1): 0.9387, img-cap(1,0): 0.050151, img-cap(1,1): 0.204
img-cap(0,0): 0.9843, img-cap(0,1): 0.97894, img-cap(1,0): 0.16356, img-cap(1,1): 0.011484
img-cap(0,0): 0.17099, img-cap(0,1): 0.18331, img-cap(1,0): 0.6144, img-cap(1,1): 0.48712
img-cap(0,0): 0.15495, img-cap(0,1): 0.26684, img-cap(1,0): 0.42342, img-cap(1,1): 0.75411
img-cap(0,0): 0.58022, img-cap(0,1): 0.54771, img-cap(1,0): 0.019763, img-cap(1,1): 0.017623
img-cap(0,0): 0.49694, img-cap(0,1): 0.99063, img-cap(1,0): 0.002384, img-cap(1,1): 0.03259
img-cap(0,0): 0.044068, img-cap(0,1): 0.029902, img-cap(1,0): 0.062425, img-cap(1,1): 0.045985
img-cap(0,0): 0.044542, img-cap(0,1): 0.20202, img-cap(1,0): 0.17004, img-cap(1,1): 0.37771
img-cap(0,0): 0.043934, img-cap(0,1): 0.10828, img-cap(1,0): 0.30096, img-cap(1,1): 0.61754
img-cap(0,0): 0.022468, img-cap(0,1): 0.63524, img-cap(1,0): 0.11033, img-cap(1,1): 0.98249
img-cap(0,0): 0.011345, img-cap(0,1): 0.0095382, img-cap(1,0): 0.11321, img-cap(1,1): 0.040394
img-cap(0,0): 0.015221, img-cap(0,1): 0.004909, img-cap(1,0): 0.082726, img-cap(1,1): 0.0094635
img-cap(0,0): 0.061452, img-cap(0,1): 0.032611, img-cap(1,0): 0.1054, img-cap(1,1): 0.20692
img-cap(0,0): 0.80068, img-cap(0,1): 0.0029023, img-cap(1,0): 0.50255, img-cap(1,1): 0.037837
img-cap(0,0): 0.0069863, img-cap(0,1): 0.0055644, img-cap(1,0): 0.0097681, img-cap(1,1): 0.0078621
img-cap(0,0): 0.0015417, img-cap(0,1): 0.0018587, img-cap(1,0): 0.002001, img-cap(1,1): 0.0017639
img-cap(0,0): 0.0010219, img-cap(0,1): 0.00045643, img-cap(1,0): 0.81713, img-cap(1,1): 0.73093
img-cap(0,0): 0.00025816, img-cap(0,1): 0.00045897, img-cap(1,0): 0.30619, img-cap(1,1): 0.68305
img-cap(0,0): 0.053461, img-cap(0,1): 0.031323, img-cap(1,0): 0.0083968, img-cap(1,1): 0.0040411
img-cap(0,0): 0.0073595, img-cap(0,1): 0.010332, img-cap(1,0): 0.0052662, img-cap(1,1): 0.011571
img-cap(0,0): 0.52943, img-cap(0,1): 0.4634, img-cap(1,0): 0.89573, img-cap(1,1): 0.90983
img-cap(0,0): 0.54894, img-cap(0,1): 0.37355, img-cap(1,0): 0.9619, img-cap(1,1): 0.80673
img-cap(0,0): 0.98533, img-cap(0,1): 0.6391, img-cap(1,0): 0.065428, img-cap(1,1): 0.051331
img-cap(0,0): 0.98115, img-cap(0,1): 0.46138, img-cap(1,0): 0.017492, img-cap(1,1): 0.072646
img-cap(0,0): 0.023526, img-cap(0,1): 0.020538, img-cap(1,0): 0.040976, img-cap(1,1): 0.031982
img-cap(0,0): 0.0096964, img-cap(0,1): 0.010344, img-cap(1,0): 0.0096608, img-cap(1,1): 0.011294
img-cap(0,0): 0.03244, img-cap(0,1): 0.023556, img-cap(1,0): 0.010523, img-cap(1,1): 0.0073562
img-cap(0,0): 0.029474, img-cap(0,1): 0.014004, img-cap(1,0): 0.010367, img-cap(1,1): 0.006059
img-cap(0,0): 0.00016219, img-cap(0,1): 0.00032808, img-cap(1,0): 7.1926e-05, img-cap(1,1): 7.8622e-05
img-cap(0,0): 0.00035683, img-cap(0,1): 0.00026231, img-cap(1,0): 9.3378e-05, img-cap(1,1): 0.8919
img-cap(0,0): 0.0073194, img-cap(0,1): 0.0090054, img-cap(1,0): 0.022916, img-cap(1,1): 0.014973
img-cap(0,0): 0.00028918, img-cap(0,1): 0.00061399, img-cap(1,0): 0.46751, img-cap(1,1): 0.99806
img-cap(0,0): 0.99304, img-cap(0,1): 0.99529, img-cap(1,0): 0.88542, img-cap(1,1): 0.90602
img-cap(0,0): 0.99618, img-cap(0,1): 0.99675, img-cap(1,0): 0.93731, img-cap(1,1): 0.74607
img-cap(0,0): 0.073778, img-cap(0,1): 0.0767, img-cap(1,0): 0.00067534, img-cap(1,1): 0.00078485
img-cap(0,0): 0.10551, img-cap(0,1): 0.37348, img-cap(1,0): 0.00062462, img-cap(1,1): 0.00055826
img-cap(0,0): 0.0070974, img-cap(0,1): 0.011714, img-cap(1,0): 0.055001, img-cap(1,1): 0.082795
img-cap(0,0): 0.10115, img-cap(0,1): 0.17657, img-cap(1,0): 0.13215, img-cap(1,1): 0.18408
img-cap(0,0): 0.0097614, img-cap(0,1): 0.0093847, img-cap(1,0): 0.97013, img-cap(1,1): 0.96588
img-cap(0,0): 0.0073971, img-cap(0,1): 0.0076708, img-cap(1,0): 0.97857, img-cap(1,1): 0.95346
img-cap(0,0): 0.0063725, img-cap(0,1): 0.005489, img-cap(1,0): 0.12734, img-cap(1,1): 0.064037
img-cap(0,0): 0.013342, img-cap(0,1): 0.029375, img-cap(1,0): 0.31938, img-cap(1,1): 0.19128
img-cap(0,0): 0.62245, img-cap(0,1): 0.55301, img-cap(1,0): 0.2526, img-cap(1,1): 0.035875
img-cap(0,0): 0.73074, img-cap(0,1): 0.36219, img-cap(1,0): 0.091698, img-cap(1,1): 0.040085
img-cap(0,0): 0.24142, img-cap(0,1): 0.51327, img-cap(1,0): 0.83081, img-cap(1,1): 0.92636
img-cap(0,0): 0.46633, img-cap(0,1): 0.0089826, img-cap(1,0): 0.86024, img-cap(1,1): 0.23977
img-cap(0,0): 0.26889, img-cap(0,1): 0.33366, img-cap(1,0): 0.80783, img-cap(1,1): 0.8527
img-cap(0,0): 0.67365, img-cap(0,1): 0.04844, img-cap(1,0): 0.21144, img-cap(1,1): 0.12662
img-cap(0,0): 0.90526, img-cap(0,1): 0.90394, img-cap(1,0): 0.7619, img-cap(1,1): 0.75457
img-cap(0,0): 0.82241, img-cap(0,1): 0.87359, img-cap(1,0): 0.8452, img-cap(1,1): 0.82387
img-cap(0,0): 0.2302, img-cap(0,1): 0.1671, img-cap(1,0): 0.35548, img-cap(1,1): 0.26445
img-cap(0,0): 0.97622, img-cap(0,1): 0.91041, img-cap(1,0): 0.22567, img-cap(1,1): 0.50803
img-cap(0,0): 0.028774, img-cap(0,1): 0.05735, img-cap(1,0): 0.28413, img-cap(1,1): 0.16396
img-cap(0,0): 0.15202, img-cap(0,1): 0.20452, img-cap(1,0): 0.96345, img-cap(1,1): 0.44834
img-cap(0,0): 0.024534, img-cap(0,1): 0.034202, img-cap(1,0): 0.03508, img-cap(1,1): 0.037788
img-cap(0,0): 0.0042657, img-cap(0,1): 0.014821, img-cap(1,0): 0.018126, img-cap(1,1): 0.13489
img-cap(0,0): 0.066731, img-cap(0,1): 0.059907, img-cap(1,0): 0.048621, img-cap(1,1): 0.031869
img-cap(0,0): 0.0051134, img-cap(0,1): 0.0061637, img-cap(1,0): 0.019209, img-cap(1,1): 0.018581
img-cap(0,0): 0.55632, img-cap(0,1): 0.85155, img-cap(1,0): 0.011578, img-cap(1,1): 0.050674
img-cap(0,0): 0.070029, img-cap(0,1): 0.20615, img-cap(1,0): 0.014631, img-cap(1,1): 0.040315
img-cap(0,0): 0.15203, img-cap(0,1): 0.059439, img-cap(1,0): 0.13169, img-cap(1,1): 0.055732
img-cap(0,0): 0.019416, img-cap(0,1): 0.063854, img-cap(1,0): 0.021984, img-cap(1,1): 0.061492
img-cap(0,0): 0.89593, img-cap(0,1): 0.23894, img-cap(1,0): 0.0038229, img-cap(1,1): 0.076539
img-cap(0,0): 0.89593, img-cap(0,1): 0.047528, img-cap(1,0): 0.0038229, img-cap(1,1): 0.35808
img-cap(0,0): 0.60696, img-cap(0,1): 0.084408, img-cap(1,0): 0.006029, img-cap(1,1): 0.0058253
img-cap(0,0): 0.16871, img-cap(0,1): 0.68545, img-cap(1,0): 0.014446, img-cap(1,1): 0.057392
img-cap(0,0): 0.30105, img-cap(0,1): 0.19761, img-cap(1,0): 0.95706, img-cap(1,1): 0.9495
img-cap(0,0): 0.11921, img-cap(0,1): 0.12494, img-cap(1,0): 0.25856, img-cap(1,1): 0.98646
img-cap(0,0): 0.13244, img-cap(0,1): 0.094953, img-cap(1,0): 0.029493, img-cap(1,1): 0.018364
img-cap(0,0): 0.1717, img-cap(0,1): 0.17668, img-cap(1,0): 0.014116, img-cap(1,1): 0.033808
img-cap(0,0): 0.00017939, img-cap(0,1): 0.0002854, img-cap(1,0): 0.00078998, img-cap(1,1): 0.001621
img-cap(0,0): 0.005807, img-cap(0,1): 0.0016672, img-cap(1,0): 0.0046952, img-cap(1,1): 0.0076559
img-cap(0,0): 0.0030368, img-cap(0,1): 0.0038343, img-cap(1,0): 0.040798, img-cap(1,1): 0.074578
img-cap(0,0): 0.18799, img-cap(0,1): 0.001464, img-cap(1,0): 0.27691, img-cap(1,1): 0.45308
img-cap(0,0): 0.35006, img-cap(0,1): 0.32886, img-cap(1,0): 0.76881, img-cap(1,1): 0.64535
img-cap(0,0): 0.99723, img-cap(0,1): 0.007989, img-cap(1,0): 0.01122, img-cap(1,1): 0.40204
img-cap(0,0): 0.042909, img-cap(0,1): 0.03035, img-cap(1,0): 0.0045462, img-cap(1,1): 0.019588
img-cap(0,0): 0.038438, img-cap(0,1): 0.0082289, img-cap(1,0): 0.012124, img-cap(1,1): 0.014616
img-cap(0,0): 0.84841, img-cap(0,1): 0.80633, img-cap(1,0): 0.69336, img-cap(1,1): 0.63342
img-cap(0,0): 0.55643, img-cap(0,1): 0.58923, img-cap(1,0): 0.43495, img-cap(1,1): 0.93952
img-cap(0,0): 0.45559, img-cap(0,1): 0.45428, img-cap(1,0): 0.38565, img-cap(1,1): 0.39164
img-cap(0,0): 0.085733, img-cap(0,1): 0.10939, img-cap(1,0): 0.050698, img-cap(1,1): 0.060423
img-cap(0,0): 0.15302, img-cap(0,1): 0.16536, img-cap(1,0): 0.00099344, img-cap(1,1): 0.0006553
img-cap(0,0): 7.518e-05, img-cap(0,1): 0.26158, img-cap(1,0): 3.5823e-05, img-cap(1,1): 6.2312e-05
img-cap(0,0): 0.75468, img-cap(0,1): 0.61901, img-cap(1,0): 0.4331, img-cap(1,1): 0.17856
img-cap(0,0): 0.92958, img-cap(0,1): 0.20089, img-cap(1,0): 0.25713, img-cap(1,1): 0.15837
img-cap(0,0): 7.0672e-05, img-cap(0,1): 6.253e-05, img-cap(1,0): 0.049911, img-cap(1,1): 0.025343
img-cap(0,0): 0.00027682, img-cap(0,1): 0.001846, img-cap(1,0): 0.737, img-cap(1,1): 0.86135
img-cap(0,0): 0.046434, img-cap(0,1): 0.028018, img-cap(1,0): 0.68061, img-cap(1,1): 0.42121
img-cap(0,0): 0.92573, img-cap(0,1): 0.10909, img-cap(1,0): 0.31859, img-cap(1,1): 0.62867
img-cap(0,0): 0.043795, img-cap(0,1): 0.32199, img-cap(1,0): 0.0075007, img-cap(1,1): 0.008397
img-cap(0,0): 0.26508, img-cap(0,1): 0.10366, img-cap(1,0): 0.01261, img-cap(1,1): 0.0073083
img-cap(0,0): 0.14982, img-cap(0,1): 0.18058, img-cap(1,0): 0.05764, img-cap(1,1): 0.045553
img-cap(0,0): 0.28766, img-cap(0,1): 0.031295, img-cap(1,0): 0.071834, img-cap(1,1): 0.010893
img-cap(0,0): 0.18723, img-cap(0,1): 0.30623, img-cap(1,0): 0.26291, img-cap(1,1): 0.15662
img-cap(0,0): 0.0099624, img-cap(0,1): 0.14611, img-cap(1,0): 0.014163, img-cap(1,1): 0.10208
img-cap(0,0): 0.17083, img-cap(0,1): 0.013243, img-cap(1,0): 0.091037, img-cap(1,1): 0.27388
img-cap(0,0): 0.17083, img-cap(0,1): 0.0060592, img-cap(1,0): 0.091037, img-cap(1,1): 0.96124
img-cap(0,0): 0.012734, img-cap(0,1): 0.023544, img-cap(1,0): 0.0020496, img-cap(1,1): 0.0019888
img-cap(0,0): 0.00055786, img-cap(0,1): 0.00018834, img-cap(1,0): 0.00032533, img-cap(1,1): 0.00013914
img-cap(0,0): 0.00026512, img-cap(0,1): 0.00056947, img-cap(1,0): 6.4115e-05, img-cap(1,1): 0.00010936
img-cap(0,0): 0.00028365, img-cap(0,1): 0.00043918, img-cap(1,0): 8.4936e-05, img-cap(1,1): 0.00015624
img-cap(0,0): 0.06053, img-cap(0,1): 0.033554, img-cap(1,0): 0.96563, img-cap(1,1): 0.95737
